concurso,dada_sorteio,bola1,bola2,bola3,bola4,bola5,bola6,ganhadores_6_acertos,cidade_uf,rateio_6_acertos,ganhadores_5_acertos,rateio_5_acertos,ganhadores_4_acertos,rateio_4_acertos,acumulado_6_acertos,arrecadacao_total,estimativa_premio,acumulado_sorteio_especial_mega_da_virada,observacao
190,1999-10-24,5,10,21,32,40,42,0,,0.0,304,14923.96,21481,210.41,44895988.05,0.0,0.0,0.0,A MEGASENA Acumulou!!!! prêmio previsto para o próximo concurso é de R$ 53 Milhões.
191,1999-10-31,1,3,5,23,41,58,1,,50968412.58,383,13212.41,30477,165.41,0.0,0.0,0.0,0.0,"MEGA-SENA  tem 01 Ganhador de MATO GROSSO DO SUL, Campo Grande"
192,1999-11-06,1,26,28,41,54,60,0,,0.0,53,23005.08,4403,275.87,1463122.78,0.0,0.0,0.0,A MEGASENA Acumulou!!! Estimativa de prêmio para o próximo concurso acima de 3 Milhões.
193,1999-11-13,4,11,12,19,43,49,0,,0.0,190,7199.87,11415,119.39,3104692.58,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$5.300.000,00."
194,1999-11-20,25,28,32,33,42,43,0,,0.0,106,12862.4,7456,182.18,4740789.92,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$6.700.000,00."
195,1999-11-27,3,9,17,32,37,44,1,AM,6370250.64,339,4005.56,13819,97.89,0.0,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$1.000.000,00."
196,1999-12-04,7,9,14,17,24,32,0,,0.0,182,5309.16,10493,91.75,1159520.95,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$2.490.000,00."
197,1999-12-11,5,12,15,19,29,52,0,,0.0,128,8259.15,8720,120.78,2428125.98,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$4.200.000,00."
198,1999-12-18,1,8,18,23,35,40,0,,0.0,125,8881.02,7134,155.02,3760278.08,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$5.000.000,00."
199,1999-12-24,10,16,37,50,52,57,1,SP,4915593.2,34,28316.55,3143,305.16,0.0,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$16.500.000,00."
200,1999-12-31,12,15,19,34,44,51,2,,8829389.2,186,11008.48,13027,156.59,0.0,0.0,0.0,0.0,Os ganhadores da MEGASENA são de: Clevelândia/PR e São José dos Campos/SP.
201,2000-01-08,5,20,22,30,35,55,1,RN,1038373.94,77,11237.81,4502,191.48,0.0,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$1.070.000,00."
202,2000-01-15,12,24,44,45,49,53,0,,0.0,65,12412.65,4279,187.85,968186.82,0.0,0.0,0.0,"Estimativa prêmio próximo concurso R$2.000.000,00."
203,2000-01-22,11,19,29,44,47,55,0,,0.0,63,14099.33,5417,163.36,2034096.14,0.0,0.0,0.0,"Estimativa prêmio próximo concurso R$3.300.000,00."
204,2000-01-29,29,31,39,41,51,58,0,,0.0,32,30221.85,2400,401.43,3194615.19,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$4.500.000,00."
205,2000-02-05,26,32,40,43,46,54,1,RJ,4490339.49,71,15208.03,6014,178.86,0.0,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$900.000,00."
206,2000-02-12,18,20,26,34,51,56,0,,0.0,43,17769.34,3478,218.86,916897.74,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$2.000.000,00."
207,2000-02-19,3,7,19,24,53,55,0,,0.0,90,9663.76,6510,133.1,1960583.04,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$3.200.000,00."
208,2000-02-26,15,23,24,25,47,57,0,,0.0,72,12679.18,5232,173.83,3056064.34,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$4.300.000,00."
209,2000-03-04,13,21,26,32,41,52,0,,0.0,81,12349.82,5496,181.32,4256466.94,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$14.000.000,00."
210,2000-03-11,20,32,37,38,48,58,0,,0.0,29,46721.17,3921,344.24,14043878.83,0.0,0.0,0.0,Previsão prêmio próximo concursoR$16MILHÕES.
211,2000-03-18,10,20,33,40,45,50,0,,0.0,164,10880.27,16680,106.58,16185115.03,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$19.000.000,00."
212,2000-03-25,6,15,29,45,57,59,0,,0.0,147,13318.79,9880,197.42,18534548.53,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$21.000.000,00."
213,2000-04-01,3,9,23,30,32,35,3,PR; RS; SC,7089194.54,312,7299.77,18348,123.66,0.0,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$1.000.000,00."
214,2000-04-08,6,12,30,31,35,50,0,,0.0,54,15578.04,3769,222.35,1009456.63,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$2.100.000,00."
215,2000-04-15,7,28,37,46,53,58,0,,0.0,78,12078.4,4942,189.92,2139994.41,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$3.400.000,00."
216,2000-04-22,14,18,30,35,42,59,4,BA; MG; RJ; SP,801057.55,91,9745.75,5049,175.0,0.0,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$900.000,00."
217,2000-04-29,3,27,32,45,49,51,0,,0.0,159,4599.62,5820,125.19,877607.32,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$1.800.000,00."
218,2000-05-06,12,17,40,42,47,54,1,PR,1878255.09,95,8777.61,4679,177.55,0.0,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$1.000.000,00."
219,2000-05-13,23,26,28,36,42,49,0,,0.0,80,9221.78,5139,143.02,885291.29,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$12.000.000,00."
220,2000-05-20,13,14,36,53,55,60,1,SP,12636751.12,125,12488.05,8067,192.78,0.0,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$1.000.000,00."
221,2000-05-27,13,27,43,50,54,58,0,,0.0,49,14565.66,3793,187.45,856460.89,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$2.000.000,00."
222,2000-06-03,5,19,30,48,52,55,0,,0.0,55,15243.16,4462,187.18,1862509.6,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$3.000.000,00."
223,2000-06-10,2,6,22,24,28,58,0,,0.0,163,5838.31,7780,121.86,3004483.21,0.0,0.0,0.0,"Estimativa de prêmio p/ Conc.224 (Sena) R$ 4.400.000,00. Sorteio realizado em Graça/SP."
224,2000-06-17,7,16,18,20,21,44,0,,0.0,119,8706.35,7185,143.77,4247750.04,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$5.800.00,00."
225,2000-06-24,2,4,16,21,37,58,0,,0.0,83,12542.39,5517,188.14,5496971.76,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$7.000.000,00."
226,2000-07-01,1,2,38,49,50,59,1,SP,6916920.13,78,15170.39,4123,286.14,0.0,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$1.000.000,00."
227,2000-07-08,11,26,27,37,42,48,0,,0.0,51,14471.45,3648,201.72,885652.57,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$2.000.000,00."
228,2000-07-15,13,16,40,43,45,59,0,,0.0,64,13240.28,4497,187.87,1902506.15,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$3.300.000,00."
229,2000-07-22,11,13,21,33,39,45,1,AM,2992781.57,121,7508.79,7685,117.88,0.0,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$8.800.000,00."
230,2000-07-29,8,40,41,44,53,56,0,,0.0,94,15000.56,5820,241.56,9547336.0,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$11.600.000,00."
231,2000-08-05,16,27,36,42,44,59,0,,0.0,125,12896.11,9458,169.93,11481752.44,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$13.800.000,00."
232,2000-08-12,19,22,29,37,41,59,0,,0.0,124,14598.36,8807,204.93,13653988.77,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$16.200.000,00."
233,2000-08-19,3,7,24,32,36,45,5,DF; SP,3196547.03,512,3790.28,21452,90.2,0.0,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$1.000.000,00."
234,2000-08-26,15,25,41,42,45,54,0,,0.0,39,19369.91,3505,214.89,906511.63,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$2.000.000,00."
235,2000-09-02,2,22,29,31,41,55,0,,0.0,52,16604.49,3086,278.96,1942631.63,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$3.200.000,00."
236,2000-09-09,10,25,50,52,57,60,0,,0.0,76,12197.95,4703,196.53,3055084.91,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$4.300.000,00."
237,2000-09-16,7,31,36,45,56,57,0,,0.0,54,19896.75,4145,258.44,4344394.18,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$5.900.000,00."
238,2000-09-23,9,13,15,37,41,42,4,BA; SP,1429476.11,188,6088.25,10483,108.86,0.0,0.0,0.0,0.0,"Previsão prêmio próximo concurso R$900.000,00."
239,2000-09-30,6,21,33,44,46,47,1,BA,866183.32,30,24060.65,3826,188.1,0.0,0.0,0.0,0.0,"Previsão prêmio próximo concurso: R$11.500.000,00."
240,2000-10-07,25,28,38,41,57,59,0,,0.0,103,15200.74,6244,250.0,11686511.34,0.0,0.0,0.0,Estimativa de prêmio (sena) do próximo concurso R$14 MILHÕES.
241,2000-10-14,11,31,35,40,56,57,0,,0.0,74,22811.94,5485,306.85,13712211.55,0.0,0.0,0.0,"Estimativa prêmio próximo concurso R$16.000.000,00."
242,2000-10-21,4,7,21,22,28,56,0,,0.0,203,9933.73,13497,148.97,16132069.11,0.0,0.0,0.0,Estimativa de prêmio do próximo concurso (sena): R$ 19MILHÕES.
243,2000-10-28,11,16,20,23,32,47,0,,0.0,180,12019.97,13705,157.4,18728383.13,0.0,0.0,0.0,"Estimativa de prêmio próximo concurso: R$23.000.000,00"
244,2000-11-04,19,24,33,47,50,60,0,,0.0,204,13698.02,14735,189.08,22081659.67,0.0,0.0,0.0,Previsão de prêmio para próximo concurso (245) é de R$ 27 MILHÕES.
245,2000-11-11,8,27,44,51,53,60,3,GO; MG; SC,9153484.88,283,15838.62,21593,206.96,0.0,0.0,0.0,0.0,"Previsão de prêmio do próximo concurso R$900.000,00."
246,2000-11-18,2,16,32,37,43,57,0,,0.0,93,9292.06,5429,158.71,1036993.8,0.0,0.0,0.0,"Estimativa de prêmio do próximo concurso (247): R$2.300.000,00."
247,2000-11-25,3,10,23,30,34,46,0,,0.0,80,12080.19,6425,149.96,2196692.29,0.0,0.0,0.0,"Previsão de prêmio (sena) para próximo concurso (248) é de R$3.600.000,00"
248,2000-12-02,16,32,34,35,41,56,0,,0.0,50,21550.72,4862,220.96,3489735.08,0.0,0.0,0.0,Estimativa prêmio próximo concurso:R$5MILHÕES.
249,2000-12-09,21,36,40,49,54,55,0,,0.0,60,19680.2,4247,277.21,4906709.76,0.0,0.0,0.0,"Previsão prêmio próximo concurso final zero R$22.500.000,00."
250,2000-12-16,7,25,41,42,43,55,0,,0.0,203,10867.31,15545,141.5,22593628.59,0.0,0.0,0.0,ESTIMATIVA PRÊMIO PRÓXIMO CONCURSO (SENA): R$26MILHÕES.
251,2000-12-23,15,23,30,34,49,55,0,,0.0,180,15473.98,12813,216.73,25936007.67,0.0,0.0,0.0,Previsão prêmio próximo concurso (sena) R$31 MILHÕES.
252,2000-12-30,4,17,26,32,51,54,2,DF; SP,15107002.24,354,10070.62,22122,160.67,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso: R$1 MILHÃO.
253,2001-01-06,11,12,24,37,44,56,0,,0.0,126,6985.77,7260,120.88,1056248.75,0.0,0.0,0.0,"Estimativa prêmio próximo concurso (Sena):R$2.500.000,00."
254,2001-01-13,1,4,21,22,30,56,0,,0.0,66,16400.47,6381,169.14,2355166.17,0.0,0.0,0.0,Estimativa prêmio próximo concurso (sena):R$4MILHÕES.
255,2001-01-20,16,19,20,32,44,55,0,,0.0,80,14363.63,6812,168.19,3734074.48,0.0,0.0,0.0,"Previsão prêmio próximo concurso(Sena)R$5.500.000,00"
256,2001-01-27,2,21,26,32,34,52,0,,0.0,91,13336.96,6319,191.49,5190470.09,0.0,0.0,0.0,Estimativa prêmio próximo concurso (sena):R$7MILHÕES.
257,2001-02-03,1,4,5,19,28,34,1,RJ,6808483.96,175,7704.83,11706,114.84,0.0,0.0,0.0,0.0,"PREVISÃO PRÊMIO PRÓXIMO CONCURSO(Sena):R$1.000.000,00"
258,2001-02-10,7,12,50,54,55,60,0,,0.0,53,15960.68,3615,233.3,1015099.19,0.0,0.0,0.0,"Previsão prêmio próximo concurso (Sena): R$2.300.000,00"
259,2001-02-17,13,15,20,33,43,58,0,,0.0,65,15136.22,5581,175.77,2195724.03,0.0,0.0,0.0,Estimativa prêmio próximo concurso (sena):R$17MILHÕES.
260,2001-02-24,4,6,33,43,59,60,0,,0.0,120,16065.94,8956,214.63,17357124.85,0.0,0.0,0.0,"Previsão prêmio próximo concurso(sena): R$20.000.000,00"
261,2001-03-03,5,16,20,30,54,56,0,,0.0,91,22350.19,7281,278.51,19797765.32,0.0,0.0,0.0,Estimativa prêmio próximo concurso (262): R$23MILHÕES.
262,2001-03-10,11,20,48,53,58,60,0,,0.0,108,24643.78,8838,300.24,22991600.18,0.0,0.0,0.0,"Estimativa prêmio próximo concurso (sena)Rr$27.000.000,00."
263,2001-03-17,8,9,26,43,50,53,0,,0.0,136,24937.18,12752,265.17,27061348.12,0.0,0.0,0.0,Estimativa prêmio próximo concurso (sena): R$32Milhões.
264,2001-03-24,1,5,13,25,31,33,2,CE; SP,16055880.73,979,4298.96,50364,83.25,0.0,0.0,0.0,0.0,"Previsão prêmio próximo concurso(Sena) R$1.000.000,00"
265,2001-03-31,7,16,34,41,50,53,0,,0.0,64,14676.59,3855,242.74,1127161.81,0.0,0.0,0.0,"Estimativa prêmio próximo concurso (sena):R$2.500.000,00."
266,2001-04-07,2,23,38,46,48,54,0,,0.0,89,12318.14,6687,163.33,2442739.49,0.0,0.0,0.0,"PREVISÃO PRÊMIO(SENA)PRÓXIMO CONCURSO: R$4.000.000,00"
267,2001-04-14,1,8,45,46,55,58,0,,0.0,46,23142.59,4076,260.19,3720210.04,0.0,0.0,0.0,"ESTIMATIVA PRÊMIO (SENA) PRÓXIMO CONCURSO: R$5.000.000,00."
268,2001-04-21,5,6,10,21,33,47,0,,0.0,111,10348.29,10133,112.93,5098601.74,0.0,0.0,0.0,Estimativa prêmio próximo concurso (sena):R$7MILHÕES.
269,2001-04-28,17,18,19,25,49,52,0,,0.0,110,12115.7,8717,152.31,6697873.66,0.0,0.0,0.0,"Estimativa prêmio (Sena) próximo concurso: R$25.000.000,00."
270,2001-05-05,5,9,27,35,40,45,1,SP,25186260.21,228,9665.14,16867,130.16,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (sena):1MILHÃO.
271,2001-05-12,14,24,26,29,31,54,0,,0.0,43,19939.25,4385,194.79,1028865.23,0.0,0.0,0.0,"Estimativa prêmio (Sena) próximo concurso: R$2.500.000,00."
272,2001-05-19,9,10,24,36,56,58,0,,0.0,70,14013.37,5491,177.97,2205988.15,0.0,0.0,0.0,"Estimativa prêmio próximo concurso (sena):R$3.500.000,00."
273,2001-05-26,10,17,23,27,47,52,1,PE,3456480.23,92,11326.92,7241,143.38,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (sena) :R$1MILHÃO.
274,2001-06-02,11,13,18,26,39,47,0,,0.0,142,5488.22,7420,104.64,935192.94,0.0,0.0,0.0,Estimativa prêmio próximo concurso (sena):R$ 2 MILHÕES.
275,2001-06-09,16,19,30,37,38,48,0,,0.0,41,22897.52,3737,250.27,2061751.1,0.0,0.0,0.0,"Estimativa prêmio próximo concurso (sena): R$ 3.500.000,00."
276,2001-06-16,22,39,45,53,57,59,0,,0.0,79,12486.98,5172,190.01,3245516.79,0.0,0.0,0.0,Estimativa prêmio próximo concurso (sena):R$ 5 MILHÕES.
277,2001-06-23,4,26,38,40,52,56,0,,0.0,95,11578.72,5404,202.78,4565490.29,0.0,0.0,0.0,"Estimativa prêmio próximo concurso (Sena)R$6.000.000,00"
278,2001-06-30,10,15,18,22,31,55,0,,0.0,99,11868.09,6996,167.32,5975419.1,0.0,0.0,0.0,Estimativa prêmio próximo concurso (sena): R$ 8 MILHÕES.
279,2001-07-07,4,23,31,47,58,59,0,,0.0,58,23664.88,6137,222.81,7622494.24,0.0,0.0,0.0,"Estimativa prêmio (Sena) próximo concurso: R$ 20.000.000,00"
280,2001-07-14,5,16,20,25,30,58,0,,0.0,192,11199.47,14673,146.0,19351758.16,0.0,0.0,0.0,"Estimativa prêmio(sena) próximo concurso: R$23.000.000,00."
281,2001-07-21,5,11,31,38,47,53,1,PR,22414093.5,188,13574.18,12864,197.63,0.0,0.0,0.0,0.0,"Estimativa prêmio próximo concurso (sena)R$1.000.000,00"
282,2001-07-28,9,14,23,24,33,36,1,RJ,958878.82,76,10514.03,6064,131.27,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (sena): R$ 800 MIL.
283,2001-08-01,25,28,34,42,48,54,1,SP,367173.22,36,8499.38,2126,143.38,0.0,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$ 800.000,00"
284,2001-08-04,7,8,14,30,32,36,1,PR,901884.48,75,10020.94,5358,139.74,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (sena): R$500 MIL.
285,2001-08-08,12,32,37,41,50,56,0,,0.0,17,20875.96,1173,301.41,425869.64,0.0,0.0,0.0,"Estimativa prêmio próximo concurso (sena): R$ 1.500.000,00."
286,2001-08-11,29,35,37,44,47,56,0,,0.0,59,13743.96,3739,216.06,1398941.94,0.0,0.0,0.0,"Estimativa prêmio (SENA)próximo concurso: R$ 2.000.000,00."
287,2001-08-15,3,13,25,33,47,60,1,TO,1931474.8,110,4034.34,5633,78.49,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (sena): R$ 1 MILHÃO.
288,2001-08-18,6,9,11,17,18,50,0,,0.0,82,8749.64,4763,150.07,860964.72,0.0,0.0,0.0,"Estimativa de prêmio para o próximo concurso: (sena) R$1.500.000,00"
289,2001-08-22,6,7,20,25,30,36,0,,0.0,29,13819.12,2197,181.72,1341870.11,0.0,0.0,0.0,Estimativa prêmio (sena) próximo concurso: R$10 MILHÕES.
290,2001-08-25,7,25,26,30,40,57,0,,0.0,56,20662.23,4869,236.75,10159688.47,0.0,0.0,0.0,"Estimativa prêmio(sena) próximo concurso: R$11.000.000,00"
291,2001-08-29,5,16,17,18,22,41,0,,0.0,71,11244.78,4870,163.32,11117743.68,0.0,0.0,0.0,Estimativa prêmio próximo concurso (sena): R$ 13 MILHÕES.
292,2001-09-01,13,23,24,34,45,53,0,,0.0,116,11313.3,8670,150.8,12692554.4,0.0,0.0,0.0,"Estimativa premio (SENA)próximo concurso: R$ 14.000.000,00."
293,2001-09-05,5,6,7,12,28,35,0,,0.0,167,5817.88,10185,95.03,13858457.03,0.0,0.0,0.0,Estimativa prêmio próximo concurso: (SENA)  R$16 MILHÕES.
294,2001-09-08,22,25,28,41,45,57,2,PR; SP,7696680.33,130,9839.13,7434,171.41,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso: (SENA) R$600 MIL.
295,2001-09-12,7,12,24,31,44,50,0,,0.0,36,10242.27,2055,178.75,442466.08,0.0,0.0,0.0,"Estimativa prêmio (SENA) próximo concurso: R$1.500.000,00."
296,2001-09-15,3,20,42,46,51,52,0,,0.0,29,26582.95,2348,327.09,1367552.68,0.0,0.0,0.0,Estimativa prêmio (SENA) próximo concurso: R$2 MILHÕES.
297,2001-09-19,1,20,28,33,36,41,0,,0.0,25,19353.56,1920,251.05,1948159.43,0.0,0.0,0.0,"ESTIMATIVA PRÊMIO (SENA) PRÓXIMO CONCURSO: R$3.000.000,00."
298,2001-09-22,5,22,23,24,34,60,1,PR,2994572.21,50,17440.22,4372,198.71,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) próximo concurso: R$500.000,00."
299,2001-09-26,2,5,7,33,49,53,0,,0.0,33,10538.82,2049,169.09,417337.23,0.0,0.0,0.0,Estimativa prêmio (SENA) próximo concurso: R$8 MILHÕES.
300,2001-09-29,24,27,28,38,41,57,0,,0.0,48,22820.73,4820,226.4,8421199.74,0.0,0.0,0.0,Estimativa prêmio (SENA) próximo concurso: R$10 MILHÕES.
301,2001-10-03,9,26,48,49,57,58,0,,0.0,28,29571.34,2892,285.22,9414796.91,0.0,0.0,0.0,Estimativa prêmio próximo concurso (sena): R$ 11 MILHÕES.
302,2001-10-06,12,25,30,40,41,60,0,,0.0,101,13505.06,6361,213.63,11051609.38,0.0,0.0,0.0,Estimativa prêmio (SENA) próximo concurso: R$12 MILHÕES.
303,2001-10-10,7,13,17,30,37,47,1,MS,12257748.27,215,4674.95,12861,77.86,0.0,0.0,0.0,0.0,Estimativa de prêmio próximo concurso R$ 900 MIL.
304,2001-10-13,7,11,34,41,42,59,0,,0.0,58,11050.1,3274,195.02,769087.04,0.0,0.0,0.0,"Estimativa prêmio próximo concurso (sena): R$ 1.300.000,00."
305,2001-10-17,5,11,27,38,53,60,0,,0.0,47,10013.62,3770,124.37,1333855.18,0.0,0.0,0.0,"Estimativa prêmio (SENA) próximo concurso: R$2.300.000,00."
306,2001-10-20,19,30,41,47,56,57,0,,0.0,28,29736.18,2294,361.58,2332990.8,0.0,0.0,0.0,Estimativa prêmio (SENA) próximo concurso: R$ 3 MILHÕES.
307,2001-10-24,13,16,17,26,41,44,0,,0.0,44,12632.8,3962,139.76,3000002.7,0.0,0.0,0.0,"Estimativa de prêmio próximo concurso (SENA): R$ 4.000.000,00."
308,2001-10-27,4,11,25,29,39,55,1,RS,4138172.99,62,15297.99,5173,182.67,0.0,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso:R$ 500.000,00"
309,2001-10-31,4,11,25,39,50,55,1,RS,442899.06,3001,122.53,2997,122.69,0.0,0.0,0.0,0.0,estimativa prêmio próximo concurso (sena): R$ 7 MILHÕES.
310,2001-11-03,2,14,28,29,31,32,0,,0.0,81,10544.47,5093,167.07,7512984.9,0.0,0.0,0.0,"Estimativa de prêmio próximo concurso(SENA): R$ 9.000.000,00."
311,2001-11-07,22,24,30,32,38,41,0,,0.0,31,25454.68,2871,273.81,8459898.95,0.0,0.0,0.0,Estimativa prêmio (SENA) próximo concurso: R$ 10 MILHÕES.
312,2001-11-10,14,23,30,41,47,50,0,,0.0,76,15889.75,4985,241.33,9909043.97,0.0,0.0,0.0,Estimativa prêmio (SENA) próximo concurso: R$ 11 MILHÕES.
313,2001-11-14,14,16,24,37,38,53,0,,0.0,61,15665.21,5547,171.62,11055737.35,0.0,0.0,0.0,"Estimativa prêmio(sena)próximo concurso: R$12.000.000,00."
314,2001-11-17,5,32,34,37,40,58,0,,0.0,93,12287.32,5542,205.42,12427002.17,0.0,0.0,0.0,"Estimativa prêmio (sena) próximo concurso: R$14.000.000,00."
315,2001-11-21,12,21,22,28,43,50,1,PR,13675105.67,43,24188.06,4598,225.35,0.0,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$ 700.000,00."
316,2001-11-24,6,24,28,43,51,56,0,,0.0,104,6446.33,4093,163.18,804502.07,0.0,0.0,0.0,"Estimativa prêmio (sena) próximo concurso: R$1.300.000,00."
317,2001-11-28,16,20,27,30,35,48,0,,0.0,23,18858.99,2088,206.96,1325010.22,0.0,0.0,0.0,"Estimativa prêmio (SENA) próximo concurso: R$2.200.000,00."
318,2001-12-01,3,19,20,31,40,53,1,SP,2227008.03,46,16340.54,3071,243.84,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (sena) R$ 550 MIL.
319,2001-12-05,12,16,17,19,23,48,0,,0.0,52,7242.06,3342,112.26,451904.22,0.0,0.0,0.0,"ESTIMATIVA DE PRÊMIO (SENA) PRÓXIMO CONCURSO:R$8.000.000,00."
320,2001-12-08,20,22,27,47,50,53,0,,0.0,77,15489.0,4916,241.69,8460390.65,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$ 10.000.000,00."
321,2001-12-12,4,11,31,32,48,49,0,,0.0,55,16954.09,3729,249.11,9579360.38,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$ 11.000.000,00."
322,2001-12-15,11,18,29,44,47,56,0,,0.0,87,15453.45,7835,170.95,11192700.36,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$12.500.000,00."
323,2001-12-19,26,31,33,40,49,54,0,,0.0,56,19921.91,4244,261.89,12531452.28,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$14.000.000,00."
324,2001-12-22,8,15,22,25,30,47,0,,0.0,211,7938.4,12192,136.87,14541455.7,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: 17.000.000,00."
325,2001-12-29,1,3,4,21,23,53,2,AM; SP,8743877.8,256,9590.82,15646,156.33,0.0,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$1.200.000,00."
326,2002-01-05,21,23,40,44,51,52,0,,0.0,27,32367.36,2674,325.58,1048702.44,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$1.800.000,00."
327,2002-01-09,29,32,33,38,46,48,0,,0.0,16,30517.93,2112,230.33,1634646.68,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$2.600.000,00."
328,2002-01-12,5,7,14,21,23,51,1,SP,2721357.01,100,9055.92,7121,126.69,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (sena): R$ 550 MIL.
329,2002-01-16,10,11,12,24,35,40,0,,0.0,40,10380.3,2904,142.44,9617027.24,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$11.000.000,00 (ONZE MILHÕES!!!)"
330,2002-01-19,2,4,14,23,37,51,0,,0.0,120,10924.51,7914,165.03,11190156.01,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$13.000.000,00 (TREZE MILHÕES)."
331,2002-01-23,1,13,20,27,35,37,0,,0.0,70,13872.44,6408,150.97,12355441.42,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$15.000.000,00 (QUINZE MILHÕES!!!)"
332,2002-01-26,23,28,29,34,42,44,0,,0.0,83,16762.69,6713,206.47,14025004.81,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$16.000.000,00 (DEZESSEIS MILHÕES!!!)."
333,2002-01-30,4,27,35,44,52,53,0,,0.0,93,12692.31,6221,189.02,15441466.12,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$17.000.000,00 (DEZESSETE MILHÕES!!)."
334,2002-02-02,14,23,24,26,41,51,2,SP,8729392.91,1200,1400.91,8839,189.47,0.0,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$600.000,00."
335,2002-02-06,7,23,33,43,57,59,0,,0.0,24,17736.83,2134,198.73,510820.7,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$1.100.000,00."
336,2002-02-09,2,18,22,26,30,54,0,,0.0,68,11058.6,4141,180.91,1413202.7,0.0,0.0,0.0,"Estimativa de prêmio(SENA)para o próximo concurso: R$ 2.500.000,00"
337,2002-02-16,4,14,16,31,52,54,0,,0.0,34,27110.52,3454,265.86,2519311.97,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$3.500.000,00."
338,2002-02-20,1,4,9,36,46,48,0,,0.0,43,14031.02,3245,185.23,3243312.5,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$4.200.000,00."
