concurso,dada_sorteio,bola1,bola2,bola3,bola4,bola5,ganhadores_5_acertos,cidade_uf,rateio_5_acertos,ganhadores_4_acertos,rateio_4_acertos,ganhadores_3_acertos,rateio_3_acertos,ganhadores_2_acertos,rateio_2_acertos,acumulado_5_acertos,arrecadacao_total,estimativa_premio,acumulado_sorteio_especial_quina_de_sao_joao,observacao
3741,2015-03-18,19,23,72,79,80,0,,0.0,80,5378.84,5429,113.22,0,0.0,602430.23,5585977.0,1500000.0,74504953.08,
3742,2015-03-19,2,3,15,45,75,0,,0.0,135,3719.81,8320,86.22,0,0.0,1305474.59,6518912.0,2000000.0,74806257.82,
3743,2015-03-20,7,16,32,68,78,0,,0.0,78,7626.5,5402,157.31,0,0.0,2138288.32,7722186.0,3000000.0,75163178.0,
3744,2015-03-21,21,44,50,66,80,0,,0.0,99,6505.8,6137,149.92,0,0.0,3039991.72,8360959.0,4000000.0,75549622.33,
3745,2015-03-23,2,12,67,75,78,0,,0.0,113,6347.07,6060,169.07,0,0.0,4044097.47,9310475.0,5000000.0,75979953.38,
3746,2015-03-24,57,62,65,73,80,2,BRASÍLIA/DF; IEPÊ/SP,2593840.97,100,8168.46,6865,169.98,0,0.0,0.0,10603778.0,500000.0,76470061.01,
3747,2015-03-25,6,8,14,20,58,0,,0.0,134,3131.06,7328,81.79,0,0.0,587386.24,5446483.0,1200000.0,76721797.97,
3748,2015-03-26,4,14,24,37,78,1,MARIANA/MG,1279523.73,112,4414.14,6436,109.73,0,0.0,0.0,6417779.0,500000.0,77018428.34,
3749,2015-03-27,16,20,29,33,47,0,,0.0,74,5648.94,5531,107.96,0,0.0,585230.38,5426493.0,1300000.0,77269241.36,
3750,2015-03-28,20,30,42,64,74,0,,0.0,49,10152.62,3535,201.04,0,0.0,1281699.97,6457948.0,2000000.0,77567728.34,
3751,2015-03-30,43,50,65,66,68,0,,0.0,68,8200.83,5215,152.76,0,0.0,2062418.47,7239138.0,2900000.0,77902321.99,
3752,2015-03-31,14,15,27,29,67,0,,0.0,121,5315.83,8454,108.69,0,0.0,2962919.71,8349812.0,4000000.0,78288251.11,
3753,2015-04-01,1,14,15,22,36,0,,0.0,170,4333.0,11291,93.19,0,0.0,3994172.25,9562191.0,5000000.0,78730216.49,
3754,2015-04-02,2,16,21,65,79,1,RIO DE JANEIRO/RJ,5093023.44,100,7848.94,7321,153.15,0,0.0,0.0,10188993.0,500000.0,79201152.73,
3755,2015-04-04,16,41,63,68,78,0,,0.0,49,8597.16,3881,155.06,0,0.0,589764.91,5468539.0,1200000.0,79453909.13,
3756,2015-04-06,2,27,54,56,63,0,,0.0,91,5398.2,6428,109.17,0,0.0,1277495.87,6376920.0,2000000.0,79748650.98,
3757,2015-04-07,27,30,48,57,67,0,,0.0,57,10280.93,5181,161.58,0,0.0,2097914.21,7607251.0,3000000.0,80100258.85,
3758,2015-04-08,8,27,28,60,71,0,,0.0,68,9836.78,5712,167.29,0,0.0,3034376.02,8683253.0,4000000.0,80501599.64,
3759,2015-04-09,3,23,34,45,53,0,,0.0,200,3719.69,11421,93.05,0,0.0,4075887.18,9657313.0,5200000.0,80947961.58,
3760,2015-04-10,9,38,69,71,73,0,,0.0,130,6471.17,8129,147.83,0,0.0,5253640.01,10920601.0,6600000.0,81452712.81,
3761,2015-04-11,6,9,29,46,48,1,SANTOS/SP,6431487.21,204,4124.12,10893,110.33,0,0.0,0.0,10921476.0,500000.0,81957504.47,
3762,2015-04-13,26,48,56,63,69,0,,0.0,86,4833.73,4811,123.43,0,0.0,581981.17,5396365.0,1200000.0,82206924.99,
3763,2015-04-14,4,8,23,60,71,0,,0.0,79,6473.65,7049,103.64,0,0.0,1297967.05,6638911.0,2000000.0,82513776.09,
3764,2015-04-15,4,33,50,54,80,0,,0.0,90,6514.92,6300,132.95,0,0.0,2118846.22,7611524.0,3000000.0,82865581.46,
3765,2015-04-16,11,38,39,58,68,1,CONTAGEM/MG,3020122.56,67,9608.49,5325,172.7,0,0.0,0.0,8356999.0,500000.0,83251842.75,
3766,2015-04-17,2,8,27,33,55,2,SAUDADES/SC; ARAGUANA/TO,304228.03,190,2287.43,8812,70.45,0,0.0,0.0,5641851.0,500000.0,83512609.64,
3767,2015-04-18,17,21,28,34,63,0,,0.0,77,5594.95,5352,114.99,0,0.0,603135.66,5592518.0,1300000.0,83771096.36,
3768,2015-04-20,15,16,28,55,67,0,,0.0,66,7580.05,5901,121.11,0,0.0,1303531.73,6494356.0,2000000.0,84071266.12,
3769,2015-04-22,36,52,58,67,76,1,POUSO ALEGRE/MG,2132942.45,103,5751.81,5939,142.5,0,0.0,0.0,7690632.0,500000.0,84426727.87,
3770,2015-04-23,6,13,15,22,32,0,,0.0,125,3120.82,6627,84.09,0,0.0,546143.11,5064060.0,1100000.0,84660789.2,
3771,2015-04-24,12,16,30,55,68,0,,0.0,77,6717.93,5634,131.16,0,0.0,1270336.14,6715011.0,2000000.0,84971157.65,
3772,2015-04-25,4,7,16,19,62,3,SÃO PAULO/SP,679131.73,221,2479.18,10896,71.83,0,0.0,0.0,7112482.0,500000.0,85299897.25,
3773,2015-04-27,31,50,59,70,74,1,FARROUPILHA/RS,574925.29,23,17854.82,2800,209.52,0,0.0,0.0,5330940.0,500000.0,85546293.8,
3774,2015-04-28,1,20,56,71,79,0,,0.0,49,8213.3,4357,131.95,0,0.0,563432.47,5224374.0,1200000.0,85787764.86,
3775,2015-04-29,14,29,44,45,47,0,,0.0,177,2831.28,8678,82.49,0,0.0,1265022.84,6505430.0,2000000.0,86088446.47,
3776,2015-04-30,42,61,64,67,79,0,,0.0,76,7548.27,5234,156.57,0,0.0,2068158.29,7446997.0,2900000.0,86432647.38,
3777,2015-05-02,5,18,19,31,45,1,MATA DE SÃO JOÃO/BA,2902069.24,234,2545.52,12460,68.29,0,0.0,0.0,7732360.0,500000.0,86790037.8,
3778,2015-05-04,2,5,32,49,60,0,,0.0,59,7084.75,4946,120.73,0,0.0,585200.4,5426215.0,1250000.0,87040837.98,
3779,2015-05-05,21,30,31,43,54,0,,0.0,60,8311.27,4420,161.17,0,0.0,1283347.01,6473498.0,2000000.0,87340043.68,
3780,2015-05-06,1,7,15,22,71,3,Ipiaú/BA; POÇÕES/BA; Curitiba/PR,705577.11,155,3840.48,9854,86.29,0,0.0,0.0,7727477.0,500000.0,87697208.41,
3781,2015-05-07,45,47,49,74,80,0,,0.0,77,5538.75,5421,112.38,0,0.0,597077.68,5536346.0,1200000.0,87953098.85,
3782,2015-05-08,6,20,24,42,57,0,,0.0,124,4274.42,7609,99.51,0,0.0,1339117.65,6880495.0,2200000.0,88271115.99,
3783,2015-05-09,13,39,40,50,66,0,,0.0,68,8654.78,5836,144.06,0,0.0,2163052.13,7639854.0,3000000.0,88624230.78,
3784,2015-05-11,6,27,61,70,72,1,SÃO PAULO/SP,3003203.64,48,12502.26,4858,176.47,0,0.0,0.0,7790225.0,500000.0,88984295.72,
3785,2015-05-12,23,29,49,76,79,0,,0.0,78,5360.95,4321,138.24,0,0.0,585415.87,5428213.0,1200000.0,89235188.25,
3786,2015-05-13,5,7,59,60,73,1,RIO DE JANEIRO/RJ,1313397.89,92,5652.04,5986,124.09,0,0.0,0.0,6750144.0,500000.0,89547180.56,
3787,2015-05-14,17,35,55,69,75,1,SÃO PAULO/SP,585165.89,68,6146.7,5387,110.84,0,0.0,0.0,5425895.0,500000.0,89797965.95,
3788,2015-05-15,8,26,31,41,78,0,,0.0,48,8887.44,3868,157.55,0,0.0,597236.11,5537815.0,1300000.0,90053924.28,
3789,2015-05-16,21,23,29,49,77,0,,0.0,82,6037.97,7063,100.14,0,0.0,1290395.12,6427251.0,2000000.0,90350992.44,
3790,2015-05-18,2,8,23,69,75,0,,0.0,87,6173.94,6413,119.65,0,0.0,2042380.84,6972716.0,2800000.0,90673272.05,
3791,2015-05-19,17,26,37,66,79,0,,0.0,63,9258.74,5178,160.92,0,0.0,2859001.46,7572037.0,4000000.0,91023252.32,
3792,2015-05-20,4,30,40,54,57,0,,0.0,97,6974.05,7087,136.36,0,0.0,3806077.24,8781670.0,4800000.0,91429141.95,
3793,2015-05-21,2,5,46,48,65,0,,0.0,139,5468.14,9232,117.61,0,0.0,4870176.82,9866762.0,6000000.0,91885184.63,
3794,2015-05-22,2,11,20,27,51,1,Sorocaba/SP,6118632.14,204,4371.34,12679,100.47,0,0.0,0.0,11576183.0,500000.0,92420236.91,
3795,2015-05-23,5,49,51,65,76,0,,0.0,56,7221.81,4137,139.65,0,0.0,566190.22,5249945.0,1100000.0,92662889.88,
3796,2015-05-25,16,25,66,69,78,0,,0.0,56,10206.53,3339,244.54,0,0.0,1366381.99,7419702.0,2200000.0,93005829.21,
3797,2015-05-26,3,25,33,35,76,0,,0.0,66,8876.3,5133,163.04,0,0.0,2186551.79,7604946.5,3000000.0,93357330.56,
3798,2015-05-27,14,27,30,31,68,0,,0.0,56,11632.0,4568,203.71,0,0.0,3098500.65,8455959.0,4000000.0,93748165.8,
3799,2015-05-28,30,36,43,63,72,0,,0.0,49,13689.25,3920,244.45,0,0.0,4037582.87,8707550.5,5000000.0,94150629.61,
3800,2015-05-29,17,40,55,59,68,0,,0.0,71,10979.06,4885,227.96,0,0.0,5128901.49,10119148.0,6300000.0,94618337.61,
3801,2015-05-30,9,47,62,64,76,0,,0.0,82,9787.62,5061,226.54,0,0.0,6252519.93,10418645.0,7400000.0,95099888.37,
3802,2015-06-01,8,40,57,62,73,1,ARARAQUARA/SP,7510104.91,76,11819.41,4927,260.45,0,0.0,0.0,11660837.0,500000.0,95638853.37,
3803,2015-06-02,15,32,36,38,53,0,,0.0,83,5370.82,4424,143.94,0,0.0,624088.53,5786801.5,1300000.0,95906319.9,
3804,2015-06-03,2,38,45,47,72,0,,0.0,42,13709.99,4401,186.91,0,0.0,1430235.81,7474924.0,2200000.0,96251811.6,
3805,2015-06-05,5,17,50,72,75,0,,0.0,67,9521.88,5200,175.26,0,0.0,2323388.2,8281670.5,3100000.0,96634591.2,
3806,2015-06-06,13,18,29,51,52,0,,0.0,92,7116.61,6151,152.06,0,0.0,3240007.53,8499265.5,4200000.0,97027428.07,
3807,2015-06-08,6,18,28,49,53,1,JOINVILLE/SC,4234763.66,91,7808.13,6160,164.78,0,0.0,0.0,9223781.5,500000.0,97453752.13,
3808,2015-06-09,6,27,47,68,78,1,SÃO MANUEL/SP,610494.27,41,10635.79,2896,215.1,0,0.0,0.0,5660750.0,500000.0,97715392.54,
3809,2015-06-10,30,33,61,66,67,0,,0.0,25,18812.48,2486,270.26,0,0.0,658437.0,6105294.5,1300000.0,97997579.84,
3810,2015-06-11,9,39,44,65,67,0,,0.0,60,8744.07,3786,197.96,0,0.0,1392938.85,6810598.5,2200000.0,98312366.36,
3811,2015-06-12,1,16,30,73,80,0,,0.0,67,8767.26,4163,201.57,0,0.0,2215307.49,7625335.0,3000000.0,98664810.08,
3812,2015-06-13,32,43,64,65,71,0,,0.0,46,13008.59,3266,261.74,0,0.0,3053060.71,7767987.0,4000000.0,99023847.19,
3813,2015-06-15,2,4,11,28,35,0,,0.0,119,5457.81,7877,117.78,0,0.0,103375866.98,8431132.0,120000000.0,103375866.98,
3814,2015-06-24,1,15,22,23,47,9,BRASÍLIA/DF; BELO HORIZONTE/MG; UBERABA/MG; PICUÍ/PB; Curitiba/PR; SANTOS/SP; SÃO PAULO/SP; TAPIRATIBA/SP,14406883.11,2143,6133.01,128072,146.6,0,0.0,0.0,170614625.5,600000.0,0.0,
3815,2015-06-25,34,36,52,56,63,0,,0.0,60,6319.19,3592,150.79,0,0.0,530812.24,4921906.0,1200000.0,227490.97,
3816,2015-06-26,19,42,67,72,77,0,,0.0,41,11805.6,3812,181.39,0,0.0,1208453.92,6283368.0,2000000.0,517908.84,
3817,2015-06-27,25,45,59,68,75,0,,0.0,43,12444.43,3891,196.46,0,0.0,1957608.33,6946463.0,2800000.0,838975.02,
3818,2015-06-29,11,15,32,39,51,0,,0.0,77,7239.5,4685,169.97,0,0.0,2738026.9,7236357.0,3500000.0,1173440.13,
3819,2015-06-30,20,37,39,61,72,0,,0.0,33,18687.18,2857,308.35,0,0.0,3601374.45,8005308.0,5000000.0,1543446.24,
3820,2015-07-01,42,53,61,73,80,0,,0.0,39,19350.73,3799,283.78,0,0.0,4657924.15,9796756.5,5800000.0,1996253.26,
3821,2015-07-02,11,15,16,24,44,0,,0.0,136,5530.91,8544,125.76,0,0.0,5711010.13,9764639.5,6800000.0,2447575.84,
3822,2015-07-03,32,48,59,65,71,1,SÃO JOSÉ/SC,6887969.69,61,13781.73,5279,227.5,0,0.0,0.0,10913245.5,500000.0,2951987.1,
3823,2015-07-04,5,43,55,62,76,0,,0.0,60,7880.63,3587,188.31,0,0.0,661972.5,6138077.0,1500000.0,3235689.6,
3824,2015-07-06,2,11,17,29,67,1,MARINGÁ/PR,1404345.01,98,5410.88,5851,129.46,0,0.0,0.0,6883578.5,500000.0,3553849.26,
3825,2015-07-07,7,16,40,60,67,0,,0.0,24,17981.14,2651,232.55,0,0.0,604166.13,5602073.0,1300000.0,3812777.62,
3826,2015-07-08,6,34,37,45,75,0,,0.0,57,9926.1,4745,170.34,0,0.0,1396268.95,7344698.0,2300000.0,4152250.27,
3827,2015-07-09,17,31,54,73,80,0,,0.0,28,15914.11,2932,217.1,0,0.0,2020102.1,5784433.5,2800000.0,4419607.34,
3828,2015-07-10,27,50,57,70,72,0,,0.0,65,9500.59,4270,206.6,0,0.0,2884655.16,8016486.0,4000000.0,4790130.1,
3829,2015-07-11,10,15,37,46,60,0,,0.0,48,13878.06,5116,186.01,0,0.0,3817260.47,8647494.0,4800000.0,5189818.1,
3830,2015-07-13,1,12,43,58,80,0,,0.0,73,9507.31,5332,185.94,0,0.0,4788907.06,9009500.5,6000000.0,5606238.08,
3831,2015-07-14,48,56,57,58,64,0,,0.0,59,12546.41,4814,219.66,0,0.0,5825240.59,9609304.0,7000000.0,6050381.03,
3832,2015-07-15,17,36,37,64,66,1,SÃO PAULO/SP,7043398.37,86,10117.59,6172,201.39,0,0.0,0.0,11295252.0,500000.0,6572448.66,
3833,2015-07-16,2,8,36,46,65,0,,0.0,52,8415.61,3705,168.73,0,0.0,612656.0,5680794.5,1300000.0,6835015.53,
3834,2015-07-17,11,19,38,40,58,0,,0.0,60,8944.7,5079,150.95,0,0.0,1364010.06,6966859.0,2000000.0,7157024.42,
3835,2015-07-18,43,52,53,72,80,0,,0.0,48,11926.7,3122,261.95,0,0.0,2165483.69,7431588.0,3000000.0,7500513.13,
3836,2015-07-20,2,10,26,41,47,0,,0.0,72,8512.88,5265,166.3,0,0.0,3023582.12,7956636.0,4000000.0,7868269.61,
3837,2015-07-21,5,31,47,72,78,0,,0.0,66,10184.14,4405,217.98,0,0.0,3964596.9,8725470.0,5000000.0,8271561.67,
3838,2015-07-22,11,20,50,58,74,0,,0.0,55,13558.4,4521,235.63,0,0.0,5008593.55,9680359.5,6100000.0,8718988.81,
3839,2015-07-23,4,40,51,59,62,0,,0.0,40,19427.05,4303,257.98,0,0.0,6096508.14,10087584.5,7500000.0,9185237.93,
3840,2015-07-24,21,22,34,49,77,0,,0.0,86,10049.11,6338,194.79,0,0.0,7306420.27,11218795.0,8500000.0,9703771.72,
3841,2015-07-25,6,8,34,53,61,0,,0.0,83,9950.66,5883,200.55,0,0.0,8462686.99,10721373.0,9600000.0,10199314.61,
3842,2015-07-27,3,13,35,57,77,1,AVARÉ/SP,9819361.49,166,5837.67,10202,135.69,0,0.0,0.0,12579635.0,600000.0,10780746.53,
3843,2015-07-28,11,34,40,43,52,0,,0.0,38,10661.69,2962,195.4,0,0.0,567201.88,5259325.5,1200000.0,11023833.06,
3844,2015-07-29,4,9,52,66,80,0,,0.0,45,11390.13,3723,196.67,0,0.0,1284780.24,6653677.0,2000000.0,11331366.65,
3845,2015-07-30,1,10,12,15,72,0,,0.0,118,4595.29,7964,97.26,0,0.0,2043922.89,7039078.0,2800000.0,11656713.5,
3846,2015-07-31,6,10,19,23,33,0,,0.0,153,4119.33,9397,95.81,0,0.0,2926282.38,8181594.5,4000000.0,12034867.58,
3847,2015-08-01,10,50,57,67,70,0,,0.0,41,16712.44,4201,233.0,0,0.0,3885576.52,8894963.5,4800000.0,12445993.65,
3848,2015-08-03,29,44,52,70,76,0,,0.0,59,12352.72,4161,250.21,0,0.0,4905911.18,9460956.0,6000000.0,12883279.94,
3849,2015-08-04,35,57,60,66,73,0,,0.0,72,11009.0,4921,230.1,0,0.0,6015618.56,10289656.0,7000000.0,13358868.82,
3850,2015-08-05,15,21,23,40,43,0,,0.0,114,7892.56,7246,177.38,0,0.0,7275271.29,11680010.0,8500000.0,13898720.0,
3851,2015-08-06,16,27,33,45,75,0,,0.0,117,7789.51,8884,146.55,0,0.0,8551192.13,11830854.5,10000000.0,14445543.23,
3852,2015-08-07,9,34,38,48,51,1,BRASÍLIA/DF,10110248.16,90,12373.46,7587,209.68,0,0.0,0.0,14456198.5,500000.0,15113710.11,
3853,2015-08-08,10,34,40,47,52,1,SÃO PAULO/SP,685059.34,90,5436.98,5197,134.5,0,0.0,0.0,6352147.5,500000.0,15407306.98,
3854,2015-08-10,3,32,55,79,80,0,,0.0,59,6854.23,3626,159.32,0,0.0,566159.49,5249660.0,1200000.0,15649946.76,
3855,2015-08-11,12,17,65,77,79,0,,0.0,56,9433.65,3954,190.86,0,0.0,1305757.32,6857850.5,2100000.0,15966917.28,
3856,2015-08-12,6,24,38,54,72,1,VIÇOSA/AL,2170307.31,98,6301.38,5369,164.31,0,0.0,0.0,8016457.5,500000.0,16337438.71,
3857,2015-08-13,8,16,18,22,34,0,,0.0,111,3981.85,5781,109.22,0,0.0,618779.07,5737570.0,1300000.0,16602629.75,
3858,2015-08-14,17,26,28,50,72,0,,0.0,43,12459.76,3487,219.49,0,0.0,1368856.54,6955022.0,2200000.0,16924091.53,
3859,2015-08-15,7,29,38,57,76,0,,0.0,51,10668.59,4402,176.57,0,0.0,2130593.22,7063131.0,2900000.0,17250550.13,
3860,2015-08-17,7,13,38,56,70,2,BOMBINHAS/SC; SÃO PAULO/SP,1489431.08,80,7573.83,5723,151.24,0,0.0,0.0,7865493.0,600000.0,17614093.96,
3861,2015-08-18,8,29,51,61,79,0,,0.0,29,14169.24,2252,260.66,0,0.0,575271.31,5334148.5,1300000.0,17860638.81,
3862,2015-08-19,1,32,56,70,77,0,,0.0,37,14150.5,2870,260.61,0,0.0,1308267.13,6796634.0,2100000.0,18174779.88,
3863,2015-08-20,2,42,59,62,67,0,,0.0,44,12850.71,3622,223.01,0,0.0,2099870.93,7340071.0,3000000.0,18514038.67,
3864,2015-08-21,11,21,31,43,62,0,,0.0,57,10648.73,4381,197.92,0,0.0,2949639.91,7879402.0,4000000.0,18878225.38,
3865,2015-08-22,32,61,65,70,80,0,,0.0,36,17288.41,3344,265.88,0,0.0,3820975.68,8079378.0,5000000.0,19251655.01,Rateio em processamento. Tente mais tarde.
3866,2015-08-24,4,8,16,43,80,1,CAMPINA GRANDE/PB,4758814.37,106,6319.67,7738,123.67,0,0.0,0.0,8696020.0,500000.0,19653585.89,
3867,2015-08-25,3,21,35,55,70,0,,0.0,24,16077.7,2628,209.75,0,0.0,540210.66,5009052.0,1100000.0,19885104.75,
3868,2015-08-26,10,14,31,46,74,0,,0.0,54,9141.7,3969,177.68,0,0.0,1231323.11,6408274.5,2000000.0,20181295.82,
3869,2015-08-27,11,19,27,44,78,3,JOINVILLE/SC; Aracaju/SE; SÃO PAULO/SP,645444.71,88,5722.49,5790,124.24,0,0.0,0.0,6537147.5,500000.0,20483443.4,
3870,2015-08-28,3,39,44,76,77,1,CAMPINAS/SP,572996.76,48,8526.74,3377,173.13,0,0.0,0.0,5313058.0,500000.0,20729013.46,
3871,2015-08-29,4,15,41,66,71,0,,0.0,34,12478.49,2434,249.01,0,0.0,593976.11,5507587.0,1100000.0,20983574.65,"Devido a problemas no ambiente tecnológico de processamento de loterias, o sorteio e a apuração dos ganhadores do concurso 3872 da Quina serão realizados no dia 01/09/2015, às 10:00h, no auditório em Brasília."
3872,2015-09-01,3,13,44,53,70,0,,0.0,54,9427.66,4492,161.9,0,0.0,1306707.34,6608732.5,2000000.0,21289030.91,
3873,2015-09-01,5,10,23,76,77,0,,0.0,64,7094.06,4715,137.56,0,0.0,1942334.51,5893792.5,3000000.0,21561442.56,
3874,2015-09-02,5,7,32,58,69,1,NOVA FRIBURGO/RJ,2790932.01,51,11885.12,4749,182.33,0,0.0,0.0,7868539.5,500000.0,21925127.21,
3875,2015-09-03,2,28,29,56,60,1,SÃO BERNARDO DO CAMPO/SP,561002.68,36,11131.01,3160,181.15,0,0.0,0.0,5201844.0,500000.0,22165556.94,
3876,2015-09-04,15,30,50,58,79,0,,0.0,50,8453.39,2696,223.96,0,0.0,591737.0,5486825.0,1200000.0,22419158.52,
3877,2015-09-05,25,27,30,32,65,0,,0.0,52,8846.42,3586,183.25,0,0.0,1235756.06,5971605.5,2000000.0,22695166.69,
3878,2015-09-08,19,40,50,70,74,0,,0.0,28,14190.67,3058,185.62,0,0.0,1792030.24,5157999.5,2300000.0,22933569.92,
3879,2015-09-09,5,20,52,58,64,0,,0.0,62,8606.32,3919,194.5,0,0.0,2539058.88,6926752.0,3500000.0,23253725.07,
3880,2015-09-10,24,33,35,38,42,1,JAGUARIAÍVA/PR,3371536.49,81,7341.07,5760,147.47,0,0.0,0.0,7719069.5,500000.0,23610501.2,
3881,2015-09-11,10,17,50,59,75,0,,0.0,53,7782.07,3405,173.04,0,0.0,577429.7,5354162.0,1200000.0,23857971.09,
3882,2015-09-12,2,21,22,37,79,1,TUBARÃO/SC,1249337.49,36,13331.5,3385,202.54,0,0.0,0.0,6230201.0,500000.0,24145931.58,
3883,2015-09-14,26,33,51,55,69,0,,0.0,56,7191.25,3407,168.85,0,0.0,563793.98,5227726.0,1200000.0,24387557.58,
3884,2015-09-15,29,46,48,49,66,0,,0.0,50,9614.08,3805,180.47,0,0.0,1236779.85,6240197.5,2000000.0,24675980.11,
3885,2015-09-16,11,24,28,41,71,0,,0.0,51,10535.73,3818,201.04,0,0.0,1989030.71,6975174.5,2800000.0,24998373.34,
3886,2015-09-17,17,43,49,63,71,0,,0.0,50,11174.1,3854,207.09,0,0.0,2771217.54,7252753.0,3100000.0,25333596.29,
3887,2015-09-18,6,20,24,47,70,0,,0.0,69,8863.0,4560,191.58,0,0.0,3627383.13,7938714.0,4500000.0,25700524.41,
3888,2015-09-19,14,40,42,51,63,0,,0.0,42,14728.73,3614,244.52,0,0.0,4493432.2,8030357.5,5300000.0,26071688.31,
3889,2015-09-21,17,39,53,57,73,0,,0.0,108,6363.65,6229,157.62,0,0.0,5455615.76,8921755.5,6500000.0,26484052.7,
3890,2015-09-22,18,27,51,69,73,0,,0.0,65,11167.69,4438,233.66,0,0.0,6471875.11,9423168.0,7500000.0,26919592.43,
3891,2015-09-23,13,32,34,54,78,0,,0.0,104,7649.63,6870,165.43,0,0.0,7585660.66,10327470.5,8800000.0,27396929.11,
3892,2015-09-24,1,8,23,41,59,0,,0.0,95,8643.07,6577,178.34,0,0.0,8735188.94,10658891.5,10000000.0,27889584.09,
3893,2015-09-25,3,4,5,34,75,0,,0.0,150,6217.31,11702,113.85,0,0.0,10040824.83,12106384.5,11500000.0,28449142.35,
3894,2015-09-26,5,14,18,43,76,1,SÃO PAULO/SP,11300011.4,124,7253.38,8223,156.25,0,0.0,0.0,11675687.5,500000.0,28988793.73,
3895,2015-09-28,5,6,47,55,66,0,,0.0,41,9586.49,3083,182.12,0,0.0,550264.58,5102276.0,1200000.0,29224621.42,
3896,2015-09-29,12,37,39,47,55,0,,0.0,51,8972.74,3498,186.88,0,0.0,1190918.6,5940403.5,1900000.0,29499187.44,
3897,2015-09-30,31,39,45,69,78,0,,0.0,32,17373.86,3223,246.42,0,0.0,1969267.81,7217169.0,2800000.0,29832765.69,
3898,2015-10-01,23,32,56,76,77,0,,0.0,63,9596.38,4823,179.07,0,0.0,2815668.84,7848173.0,3700000.0,30195509.0,
3899,2015-10-02,10,27,47,65,74,1,NITEROI/RJ,3760900.01,64,10549.46,5160,186.92,0,0.0,0.0,8764566.0,500000.0,30600608.07,
3900,2015-10-03,35,43,47,56,57,0,,0.0,64,7034.02,3740,171.95,0,0.0,630248.64,5843920.5,1300000.0,30870714.63,
3901,2015-10-05,53,62,64,73,76,0,,0.0,76,6634.72,3378,213.24,0,0.0,1336182.49,6545704.5,2100000.0,31173257.72,
3902,2015-10-06,15,30,37,49,62,0,,0.0,51,11426.48,3634,229.08,0,0.0,2152033.46,7564900.5,3000000.0,31522908.15,
3903,2015-10-07,12,38,47,77,78,0,,0.0,62,10489.11,4405,210.9,0,0.0,3062487.51,8442098.5,4000000.0,31913102.75,
3904,2015-10-08,34,35,36,50,55,0,,0.0,103,6590.32,5742,168.88,0,0.0,4012810.93,8811783.5,5000000.0,32320384.23,
3905,2015-10-09,4,6,21,58,73,0,,0.0,51,14611.94,5182,205.43,0,0.0,5056103.45,9673830.5,6000000.0,32767509.59,
3906,2015-10-10,6,27,42,59,61,0,,0.0,47,15576.52,4855,215.41,0,0.0,6081038.21,9503610.0,7000000.0,33206767.35,
3907,2015-10-13,6,13,35,46,49,1,PETRÓPOLIS/RJ,7112713.62,110,6699.19,7223,145.74,0,0.0,0.0,9566112.0,500000.0,33648913.96,
3908,2015-10-14,19,23,35,48,53,1,PORTO ALEGRE/RS,596802.08,122,3494.16,5669,107.42,0,0.0,0.0,5533790.5,500000.0,33904686.29,
3909,2015-10-15,31,44,46,52,55,0,,0.0,28,13700.89,2385,229.78,0,0.0,537075.12,4979978.0,1100000.0,34134861.35,
3910,2015-10-16,21,32,43,44,76,0,,0.0,37,12889.65,3155,215.94,0,0.0,1204758.98,6191035.0,1800000.0,34421011.58,
3911,2015-10-17,3,8,34,53,72,0,,0.0,62,8458.17,5210,143.79,0,0.0,1938928.17,6807514.0,2800000.0,34735655.53,
3912,2015-10-19,17,29,34,48,58,0,,0.0,78,6383.66,4441,160.17,0,0.0,2636024.07,6463755.5,3400000.0,35034410.93,
3913,2015-10-20,43,48,50,65,66,0,,0.0,112,5137.7,3764,218.39,0,0.0,3441614.22,7469758.0,4300000.0,35379663.86,
3914,2015-10-21,1,16,32,36,74,0,,0.0,40,16177.14,4607,200.65,0,0.0,4347533.74,8400052.5,5300000.0,35767915.1,
3915,2015-10-22,1,18,68,79,80,0,,0.0,108,6023.06,6499,142.98,0,0.0,5258219.82,8444250.0,6000000.0,36158209.14,
3916,2015-10-23,13,26,44,64,68,0,,0.0,100,7352.82,6485,161.97,0,0.0,6287614.48,9544964.0,7500000.0,36599378.29,
3917,2015-10-24,8,41,47,66,75,0,,0.0,56,13617.13,4258,255.84,0,0.0,7355197.62,9899063.0,8500000.0,37056913.93,
3918,2015-10-26,12,13,31,49,65,0,,0.0,143,5679.62,6459,179.63,0,0.0,8492257.44,10543279.0,9800000.0,37544225.3,
3919,2015-10-27,27,38,66,70,76,0,,0.0,48,18769.17,4321,297.85,0,0.0,9753545.83,11695176.5,12000000.0,38084777.48,
3920,2015-10-28,8,10,31,70,80,0,,0.0,119,8550.57,8628,168.47,0,0.0,11178071.01,13208774.0,12500000.0,38695288.28,
3921,2015-10-29,31,32,49,50,54,0,,0.0,101,10032.03,6137,235.86,0,0.0,12596599.68,13153172.0,14000000.0,39303229.15,
3922,2015-10-30,17,22,44,68,78,0,,0.0,130,8722.46,8750,185.12,0,0.0,14184087.28,14719827.5,15500000.0,39983580.99,
3923,2015-10-31,4,38,44,49,66,2,CAMPOS DOS GOYTACAZES/RJ; Florianópolis/SC,7822512.35,130,8027.13,9281,160.62,0,0.0,0.0,13546403.0,500000.0,40609697.03,
