concurso,dada_sorteio,bola1,bola2,bola3,bola4,bola5,ganhadores_5_acertos,cidade_uf,rateio_5_acertos,ganhadores_4_acertos,rateio_4_acertos,ganhadores_3_acertos,rateio_3_acertos,ganhadores_2_acertos,rateio_2_acertos,acumulado_5_acertos,arrecadacao_total,estimativa_premio,acumulado_sorteio_especial_quina_de_sao_joao,observacao
1,1994-03-13,25,45,60,76,79,3,,75731225.0,127,1788927.0,7030,42982.0,0,0.0,0.0,0.0,0.0,0.0,
2,1994-03-17,13,30,58,63,64,1,,118499397.0,105,1128565.0,4861,32422.0,0,0.0,0.0,0.0,0.0,0.0,
3,1994-03-20,5,15,32,33,48,1,,154244270.0,232,664846.0,10196,20120.0,0,0.0,0.0,0.0,0.0,0.0,
4,1994-03-24,27,57,60,61,77,1,,124185246.0,78,1592119.0,4033,40954.0,0,0.0,0.0,0.0,0.0,0.0,
5,1994-03-27,19,44,53,54,71,1,,147595715.0,137,1077341.0,5338,36774.0,0,0.0,0.0,0.0,0.0,0.0,
6,1994-04-03,4,45,54,65,67,1,,165397879.0,157,1053490.0,7286,30192.0,0,0.0,0.0,0.0,0.0,0.0,
7,1994-04-07,9,21,37,42,68,2,,77956048.0,153,1019033.0,5621,36891.0,0,0.0,0.0,0.0,0.0,0.0,
8,1994-04-10,5,16,26,28,62,0,,0.0,178,1208140.0,8290,34501.0,0,0.0,215049006.0,0.0,0.0,0.0,
9,1994-04-14,4,15,44,64,73,0,,0.0,160,1486217.0,7584,41701.0,0,0.0,452843743.0,0.0,0.0,0.0,
10,1994-04-17,20,32,49,54,62,0,,0.0,117,2414361.0,6089,61701.0,0,0.0,735323913.0,0.0,0.0,0.0,
11,1994-04-24,17,33,52,60,76,3,,417312858.0,265,1949489.0,12691,54140.0,0,0.0,0.0,0.0,0.0,0.0,
12,1994-04-28,1,28,56,65,79,1,,184669459.0,139,1328557.0,5837,42078.0,0,0.0,0.0,0.0,0.0,0.0,
13,1994-05-01,13,33,38,39,72,0,,0.0,115,2006018.0,7233,42419.0,0,0.0,230692109.0,0.0,0.0,0.0,
14,1994-05-05,44,52,60,64,68,1,,525124015.0,106,2777659.0,4708,83176.0,0,0.0,0.0,0.0,0.0,0.0,
15,1994-05-08,2,25,54,63,66,1,,277319457.0,98,2829790.0,5358,68838.0,0,0.0,0.0,0.0,0.0,0.0,
16,1994-05-12,11,24,63,64,69,2,,110528738.0,109,2028050.0,4883,60210.0,0,0.0,0.0,0.0,0.0,0.0,
17,1994-05-15,1,14,26,34,72,2,,133857239.0,104,2574178.0,5667,62831.0,0,0.0,0.0,0.0,0.0,0.0,
18,1994-05-19,6,29,40,63,72,1,,212643153.0,53,4012135.0,3028,93400.0,0,0.0,0.0,0.0,0.0,0.0,
19,1994-05-22,12,21,42,60,66,1,,251357051.0,79,3181735.0,4768,70114.0,0,0.0,0.0,0.0,0.0,0.0,
20,1994-05-26,13,16,31,39,70,1,,213833570.0,110,1943942.0,4906,57969.0,0,0.0,0.0,0.0,0.0,0.0,
21,1994-05-29,5,15,38,48,77,0,,0.0,175,1454269.0,7632,44351.0,0,0.0,254496966.0,0.0,0.0,0.0,
22,1994-06-05,7,9,11,25,75,4,,174093581.0,458,964798.0,17646,33305.0,0,0.0,0.0,0.0,0.0,0.0,
23,1994-06-09,1,15,63,72,77,0,,0.0,102,2851831.0,4288,90223.0,0,0.0,290886677.0,0.0,0.0,0.0,
24,1994-06-12,9,44,57,67,68,0,,0.0,85,4746213.0,5511,97362.0,0,0.0,694314777.0,0.0,0.0,0.0,
25,1994-06-16,2,29,46,69,76,2,,579215957.0,174,2667340.0,7175,86031.0,0,0.0,0.0,0.0,0.0,0.0,
26,1994-06-19,10,15,22,55,79,1,,367630872.0,186,1976510.0,7670,63748.0,0,0.0,0.0,0.0,0.0,0.0,
27,1994-06-23,5,36,39,70,78,0,,0.0,76,3679148.0,3663,101525.0,0,0.0,279615239.0,0.0,0.0,0.0,
28,1994-06-26,8,26,28,29,30,2,,317283646.0,318,1116201.0,7677,61494.0,0,0.0,0.0,0.0,0.0,0.0,
29,1994-07-03,20,23,31,35,76,0,,0.0,87,1702.79,4456,44.22,0,0.0,148142.89,0.0,0.0,0.0,
30,1994-07-07,12,13,14,56,60,1,,271366.73,190,648.55,6909,23.73,0,0.0,0.0,0.0,0.0,0.0,
31,1994-07-10,43,51,54,69,73,1,,140707.31,96,1465.7,4004,46.75,0,0.0,0.0,0.0,0.0,0.0,
32,1994-07-14,9,23,31,60,80,0,,0.0,106,1087.92,5217,29.4,0,0.0,115320.07,0.0,0.0,0.0,
33,1994-07-18,21,31,44,65,74,0,,0.0,58,2732.59,3743,56.32,0,0.0,273810.56,0.0,0.0,0.0,
34,1994-07-21,17,45,64,67,69,0,,0.0,172,908.4,7558,27.5,0,0.0,430055.17,0.0,0.0,0.0,
35,1994-07-24,44,52,54,56,60,2,,322767.41,278,775.11,7007,40.9,0,0.0,0.0,0.0,0.0,0.0,
36,1994-07-28,42,56,62,65,79,0,,0.0,136,1017.84,5188,35.5,0,0.0,138426.04,0.0,0.0,0.0,
37,1994-07-31,9,26,31,36,65,0,,0.0,118,1663.28,7538,34.64,0,0.0,0.0,0.0,0.0,0.0,
38,1994-08-04,11,12,57,59,69,1,,572577.33,179,1328.96,9813,32.24,0,0.0,0.0,0.0,0.0,0.0,
39,1994-08-07,5,7,21,28,70,3,,66720.22,321,623.56,13197,20.17,0,0.0,0.0,0.0,0.0,0.0,
40,1994-08-11,2,18,31,38,49,2,,88095.96,180,978.84,7961,29.44,0,0.0,0.0,0.0,0.0,0.0,
41,1994-08-14,5,14,31,41,49,5,BA; DF; RJ,40008.93,292,685.09,10350,25.71,0,0.0,0.0,0.0,200000.0,0.0,
42,1994-08-18,15,33,39,76,78,1,,176147.02,168,1048.49,7021,33.37,0,0.0,0.0,0.0,0.0,0.0,
43,1994-08-21,5,18,21,41,71,1,,216656.42,204,1062.04,10453,27.57,0,0.0,0.0,0.0,0.0,0.0,
44,1994-08-25,2,7,57,59,76,2,,96260.3,162,1188.4,8076,31.71,0,0.0,0.0,0.0,0.0,0.0,
45,1994-08-28,2,3,27,64,65,2,,109599.02,194,1129.89,9899,29.45,0,0.0,0.0,0.0,0.0,0.0,
46,1994-09-01,30,49,72,78,80,1,,191015.19,140,1364.4,6625,38.35,0,0.0,0.0,0.0,0.0,0.0,
47,1994-09-04,10,18,22,31,73,1,,224601.33,213,1054.47,10178,29.36,0,0.0,0.0,0.0,0.0,0.0,
48,1994-09-11,20,39,72,73,76,0,,0.0,98,3074.54,6631,60.44,0,0.0,301304.74,0.0,0.0,0.0,
49,1994-09-15,10,19,39,52,66,1,,585910.74,268,1061.96,13716,27.61,0,0.0,0.0,0.0,0.0,0.0,
50,1994-09-18,4,10,15,42,45,6,,40699.71,460,530.86,17759,18.3,0,0.0,0.0,0.0,0.0,0.0,
51,1994-09-22,2,20,26,42,79,2,,106595.79,211,1010.38,8524,33.27,0,0.0,0.0,0.0,0.0,0.0,
52,1994-09-25,6,39,41,61,64,0,,0.0,117,2049.16,6691,47.67,0,0.0,239750.8,0.0,0.0,0.0,
53,1994-09-29,40,42,48,64,69,2,,262624.99,210,1359.52,9140,41.55,0,0.0,0.0,0.0,0.0,0.0,
54,1994-10-02,13,21,32,33,66,2,,123112.24,234,1052.24,10666,30.71,0,0.0,0.0,0.0,0.0,0.0,
55,1994-10-09,12,14,60,66,68,1,,318095.4,222,1432.86,12224,34.62,0,0.0,0.0,0.0,0.0,0.0,
56,1994-10-16,5,18,24,43,48,4,,80964.54,780,415.2,24568,17.53,0,0.0,0.0,0.0,0.0,0.0,
57,1994-10-17,31,49,52,63,71,0,,0.0,114,1855.54,5761,48.84,0,0.0,211531.64,0.0,0.0,0.0,
58,1994-10-23,34,41,50,67,77,0,,0.0,169,1766.66,8292,47.89,0,0.0,510096.61,0.0,0.0,0.0,
59,1994-10-27,20,35,37,42,71,0,,0.0,509,1856.0,11231,45.94,0,0.0,897999.37,0.0,0.0,0.0,
60,1994-10-30,19,25,32,68,71,2,,656281.53,439,944.34,16495,33.43,0,0.0,0.0,0.0,0.0,0.0,
61,1994-11-06,27,54,63,71,77,1,,350253.13,241,1453.33,12492,37.29,0,0.0,0.0,0.0,0.0,0.0,
62,1994-11-10,3,12,24,36,40,6,,39468.72,431,549.45,15279,20.62,0,0.0,0.0,0.0,0.0,0.0,
63,1994-11-13,11,40,50,74,78,1,,280187.69,141,1987.15,7948,46.89,0,0.0,0.0,0.0,0.0,0.0,
64,1994-11-20,25,43,52,59,75,0,,0.0,311,1032.73,12524,34.11,0,0.0,321179.14,0.0,0.0,0.0,
65,1994-11-24,3,25,60,62,75,1,,655234.66,271,1232.68,11166,39.8,0,0.0,0.0,0.0,0.0,0.0,
66,1994-11-27,66,73,75,76,79,3,,94678.83,335,847.87,9001,41.97,0,0.0,0.0,0.0,0.0,0.0,
67,1994-12-01,5,23,36,67,70,1,,246640.35,236,1045.09,11156,29.41,0,0.0,0.0,0.0,0.0,0.0,
68,1994-12-04,7,52,68,69,76,1,,293047.58,234,1252.34,11636,33.5,0,0.0,0.0,0.0,0.0,0.0,
69,1994-12-08,16,61,65,72,78,0,,0.0,208,1212.33,9342,35.91,0,0.0,252164.43,0.0,0.0,0.0,
70,1994-12-11,5,25,52,57,62,1,,575634.84,379,853.49,15129,28.44,0,0.0,0.0,0.0,0.0,0.0,
71,1994-12-15,27,55,66,73,75,1,,252175.88,191,1320.3,11031,30.41,0,0.0,0.0,0.0,0.0,0.0,
72,1994-12-18,12,23,39,54,72,0,,0.0,330,928.07,12806,31.82,0,0.0,306262.58,0.0,0.0,0.0,
73,1994-12-26,6,17,49,65,70,5,,161640.02,450,1115.42,20328,32.85,0,0.0,0.0,0.0,0.0,0.0,
74,1995-01-02,41,47,49,70,74,2,,202435.41,267,1516.37,12156,44.41,0,0.0,0.0,0.0,0.0,0.0,
75,1995-01-05,4,27,46,53,55,0,,0.0,191,1268.65,10721,30.14,0,0.0,242311.98,0.0,0.0,0.0,
76,1995-01-08,3,23,58,62,74,2,,299603.12,273,1307.3,12673,37.55,0,0.0,0.0,0.0,0.0,0.0,
77,1995-01-12,6,9,27,43,65,5,,53348.61,403,661.9,15484,22.97,0,0.0,0.0,0.0,0.0,0.0,
78,1995-01-15,2,19,50,59,69,1,,315063.74,296,1064.4,14707,28.56,0,0.0,0.0,0.0,0.0,0.0,
79,1995-01-19,4,18,55,57,74,0,,0.0,230,1102.92,11061,30.58,0,0.0,253672.7,0.0,0.0,0.0,
80,1995-01-22,35,42,55,60,78,3,,194662.3,214,1543.53,10359,42.52,0,0.0,0.0,0.0,0.0,0.0,
81,1995-01-26,13,31,45,56,63,6,,42857.88,400,642.87,14061,24.39,0,0.0,0.0,0.0,0.0,0.0,
82,1995-01-29,13,34,55,64,80,1,,301776.16,286,1055.16,13687,29.4,0,0.0,0.0,0.0,0.0,0.0,
83,1995-02-02,17,20,30,33,68,1,,251345.92,198,1269.43,10014,33.46,0,0.0,0.0,0.0,0.0,0.0,
84,1995-02-05,1,8,13,53,61,3,,105031.25,393,801.76,17224,24.39,0,0.0,0.0,0.0,0.0,0.0,
85,1995-02-09,3,20,27,32,61,1,,284798.56,221,1288.68,10724,35.41,0,0.0,0.0,0.0,0.0,0.0,
86,1995-02-12,13,49,57,67,78,1,,336515.39,282,1193.32,14157,31.69,0,0.0,0.0,0.0,0.0,0.0,
87,1995-02-16,18,29,37,51,57,2,,139085.38,236,1178.69,10952,33.86,0,0.0,0.0,0.0,0.0,0.0,
88,1995-02-19,11,25,49,51,53,4,,83294.27,272,1224.91,12187,36.45,0,0.0,0.0,0.0,0.0,0.0,
89,1995-02-23,2,32,40,53,54,0,,0.0,152,1805.37,8120,45.06,0,0.0,274415.24,0.0,0.0,0.0,
90,1995-02-26,8,16,32,74,79,5,,119552.51,343,942.7,13629,31.64,0,0.0,0.0,0.0,0.0,0.0,
91,1995-03-05,7,30,33,52,69,2,,173489.32,296,1172.22,13303,34.78,0,0.0,0.0,0.0,0.0,0.0,
92,1995-03-09,11,25,29,42,66,1,,276048.28,306,902.12,12924,28.48,0,0.0,0.0,0.0,0.0,0.0,
93,1995-03-12,4,6,27,68,74,0,,0.0,411,807.09,16755,26.4,0,0.0,331714.13,0.0,0.0,0.0,
94,1995-03-16,1,19,59,65,80,10,,73212.91,890,449.91,28660,18.63,0,0.0,0.0,0.0,0.0,0.0,
95,1995-03-19,6,43,50,63,71,0,,0.0,198,1844.44,10593,45.97,0,0.0,365198.74,0.0,0.0,0.0,
96,1995-03-23,4,50,51,52,77,6,,131419.41,347,1219.94,13979,40.38,0,0.0,0.0,0.0,0.0,0.0,
97,1995-03-26,5,6,16,54,70,1,,367765.84,401,917.12,18661,26.28,0,0.0,0.0,0.0,0.0,0.0,
98,1995-03-30,4,16,17,35,49,6,,48540.52,530,549.52,19954,19.46,0,0.0,0.0,0.0,0.0,0.0,
99,1995-04-02,2,9,17,66,76,5,,68627.9,467,734.77,19632,23.31,0,0.0,0.0,0.0,0.0,0.0,
100,1995-04-06,33,36,56,58,60,4,,71109.21,271,1049.58,10263,36.96,0,0.0,0.0,0.0,0.0,0.0,
101,1995-04-09,12,27,28,30,36,7,,48937.16,852,402.06,16678,27.39,0,0.0,0.0,0.0,0.0,0.0,
102,1995-04-16,5,23,50,65,67,4,,92403.02,377,980.4,16659,29.59,0,0.0,0.0,0.0,0.0,0.0,
103,1995-04-23,12,16,53,64,66,0,,0.0,309,1292.37,16232,32.81,0,0.0,399341.56,0.0,0.0,0.0,
104,1995-04-27,20,30,36,48,53,2,,365864.81,246,1351.17,12297,36.04,0,0.0,0.0,0.0,0.0,0.0,
105,1995-04-30,3,7,45,46,65,1,,341897.1,456,749.77,18410,24.76,0,0.0,0.0,0.0,0.0,0.0,
106,1995-05-07,20,21,43,45,67,0,,0.0,235,1733.4,12629,43.01,0,0.0,407348.2,0.0,0.0,0.0,
107,1995-05-11,2,3,30,39,72,4,,194166.63,386,956.79,16894,29.15,0,0.0,0.0,0.0,0.0,0.0,
108,1995-05-14,1,19,50,52,54,1,,352881.11,323,1092.52,16307,28.85,0,0.0,0.0,0.0,0.0,0.0,
109,1995-05-18,1,21,27,48,78,2,,134085.06,187,1434.07,9870,36.23,0,0.0,0.0,0.0,0.0,0.0,
110,1995-05-21,1,19,27,36,57,1,,329436.18,519,634.75,21550,20.38,0,0.0,0.0,0.0,0.0,0.0,
111,1995-05-25,15,42,54,68,76,2,,128539.82,388,662.58,11580,29.6,0,0.0,0.0,0.0,0.0,0.0,
112,1995-05-28,31,41,75,76,79,0,,0.0,145,2262.52,7858,55.67,0,0.0,328066.19,0.0,0.0,0.0,
113,1995-06-01,12,14,42,61,69,2,,332104.88,219,1534.9,12349,36.29,0,0.0,0.0,0.0,0.0,0.0,
114,1995-06-04,10,20,44,58,65,2,,172930.35,273,1266.89,13445,34.3,0,0.0,0.0,0.0,0.0,0.0,
115,1995-06-08,2,21,38,54,73,2,,141207.15,187,1510.24,9567,39.36,0,0.0,0.0,0.0,0.0,0.0,
116,1995-06-11,16,20,34,56,57,2,,175464.06,287,1222.75,14048,33.31,0,0.0,0.0,0.0,0.0,0.0,
117,1995-06-18,7,11,24,42,49,11,,37401.84,835,492.72,27654,19.84,0,0.0,0.0,0.0,0.0,0.0,
118,1995-06-22,14,23,26,56,77,1,,260618.99,215,1212.18,10446,33.27,0,0.0,0.0,0.0,0.0,0.0,
119,1995-06-25,2,16,19,26,27,7,,46239.39,714,453.33,24667,17.5,0,0.0,0.0,0.0,0.0,0.0,
120,1995-06-29,7,39,48,58,62,1,,258402.58,149,1734.25,8392,41.06,0,0.0,0.0,0.0,0.0,0.0,
121,1995-07-02,19,22,53,69,77,2,,159648.75,309,1033.32,13023,32.69,0,0.0,0.0,0.0,0.0,0.0,
122,1995-07-06,2,8,12,53,54,4,,66124.72,393,673.03,16129,21.87,0,0.0,0.0,0.0,0.0,0.0,
123,1995-07-09,8,20,64,68,73,1,,346078.46,205,1688.19,11227,41.1,0,0.0,0.0,0.0,0.0,0.0,
124,1995-07-13,10,11,12,23,37,3,,91274.29,644,425.19,23387,15.61,0,0.0,0.0,0.0,0.0,0.0,
125,1995-07-16,10,13,22,50,66,0,,0.0,425,809.73,18357,24.99,0,0.0,344133.18,0.0,0.0,0.0,
126,1995-07-20,4,12,63,78,80,4,,172200.1,515,669.26,18851,24.38,0,0.0,0.0,0.0,0.0,0.0,
127,1995-07-23,14,18,59,60,64,2,,171110.18,371,922.43,14697,31.05,0,0.0,0.0,0.0,0.0,0.0,
128,1995-07-27,17,24,47,49,66,4,,68633.06,375,732.09,14572,25.12,0,0.0,0.0,0.0,0.0,0.0,
129,1995-07-30,5,9,12,23,71,4,,81435.82,691,471.41,25782,16.85,0,0.0,0.0,0.0,0.0,0.0,
130,1995-08-02,18,34,38,40,43,2,,134672.44,317,849.67,13086,27.44,0,0.0,0.0,0.0,0.0,0.0,
131,1995-08-06,13,32,56,73,74,0,,0.0,320,1065.06,13324,34.11,0,0.0,340818.76,0.0,0.0,0.0,
132,1995-08-10,19,25,63,74,77,4,,177891.48,323,1147.82,14657,33.73,0,0.0,0.0,0.0,0.0,0.0,
133,1995-08-13,13,18,43,47,53,3,,120036.61,578,623.03,22304,21.53,0,0.0,0.0,0.0,0.0,0.0,
134,1995-08-17,10,28,60,62,74,1,,272433.43,142,1918.54,8100,44.85,0,0.0,0.0,0.0,0.0,0.0,
135,1995-08-20,2,53,57,62,64,2,,181640.26,188,1932.35,10672,45.39,0,0.0,0.0,0.0,0.0,0.0,
136,1995-08-24,9,19,24,59,61,5,,55490.67,413,671.8,16193,22.85,0,0.0,0.0,0.0,0.0,0.0,
137,1995-08-28,13,14,37,66,75,1,,369492.62,367,1006.79,18598,26.49,0,0.0,0.0,0.0,0.0,0.0,
138,1995-08-31,13,23,37,56,80,0,,0.0,305,857.43,14000,24.91,0,0.0,261517.32,0.0,0.0,0.0,
139,1995-09-03,14,52,54,65,77,1,,692848.59,343,1257.53,15425,37.29,0,0.0,0.0,0.0,0.0,0.0,
140,1995-09-10,32,43,50,57,75,0,,0.0,391,1184.29,14928,41.36,0,0.0,463058.8,0.0,0.0,0.0,
141,1995-09-14,6,51,53,54,57,2,,430785.68,402,991.32,13691,38.81,0,0.0,0.0,0.0,0.0,0.0,
142,1995-09-17,15,21,56,79,80,2,,200964.52,425,945.72,17807,30.1,0,0.0,0.0,0.0,0.0,0.0,
143,1995-09-21,14,27,39,48,61,0,,0.0,255,1171.19,12171,32.72,0,0.0,298652.06,0.0,0.0,0.0,
144,1995-09-24,16,24,42,71,75,3,,248567.44,403,1109.31,17126,34.81,0,0.0,0.0,0.0,0.0,0.0,
145,1995-09-28,2,8,40,55,60,3,,96434.37,351,824.23,13028,29.61,0,0.0,0.0,0.0,0.0,0.0,
146,1995-10-01,12,18,21,31,69,1,,368296.44,436,844.72,19273,25.48,0,0.0,0.0,0.0,0.0,0.0,
147,1995-10-05,1,18,52,67,72,2,,142877.2,185,1544.62,10857,35.1,0,0.0,0.0,0.0,0.0,0.0,
148,1995-10-08,32,33,43,46,52,2,,193827.48,203,1909.63,11474,45.05,0,0.0,0.0,0.0,0.0,0.0,
149,1995-10-15,8,16,18,22,73,2,,215616.99,616,700.05,25679,22.39,0,0.0,0.0,0.0,0.0,0.0,
150,1995-10-19,12,24,26,39,40,3,,90443.8,256,1059.89,12149,29.78,0,0.0,0.0,0.0,0.0,0.0,
151,1995-10-22,22,23,42,54,65,2,,179767.42,287,1252.74,13358,35.89,0,0.0,0.0,0.0,0.0,0.0,
152,1995-10-26,5,14,31,38,75,1,,269533.15,264,1020.96,12460,28.84,0,0.0,0.0,0.0,0.0,0.0,
153,1995-10-29,2,10,11,15,66,12,,28749.87,975,353.85,30984,14.84,0,0.0,0.0,0.0,0.0,0.0,
154,1995-11-05,5,9,41,64,67,1,,412078.15,420,981.14,17888,30.71,0,0.0,0.0,0.0,0.0,0.0,
155,1995-11-09,12,30,48,70,75,0,,0.0,205,1345.35,8648,42.52,0,0.0,275795.69,0.0,0.0,0.0,
156,1995-11-12,7,12,29,54,55,5,,134249.62,471,839.61,19816,26.61,0,0.0,0.0,0.0,0.0,0.0,
157,1995-11-19,42,50,52,66,72,0,,0.0,193,2301.9,11013,53.79,0,0.0,444266.48,0.0,0.0,0.0,
158,1995-11-23,2,27,35,44,55,3,,269364.65,340,1070.08,16565,29.29,0,0.0,0.0,0.0,0.0,0.0,
159,1995-11-26,4,11,24,25,32,9,,40692.45,751,487.66,27331,17.87,0,0.0,0.0,0.0,0.0,0.0,
160,1995-11-30,8,25,42,60,63,4,,67474.59,215,1255.34,9987,36.03,0,0.0,0.0,0.0,0.0,0.0,
161,1995-12-03,13,29,41,61,74,0,,0.0,219,1671.3,11020,44.29,0,0.0,366015.35,0.0,0.0,0.0,
162,1995-12-07,20,25,57,67,78,4,,183228.81,201,1825.37,11282,43.36,0,0.0,0.0,0.0,0.0,0.0,
163,1995-12-10,9,14,16,52,71,4,,90867.67,368,987.69,17960,26.98,0,0.0,0.0,0.0,0.0,0.0,
164,1995-12-14,7,9,19,45,80,8,,37106.35,794,373.87,27223,14.54,0,0.0,0.0,0.0,0.0,0.0,
165,1995-12-17,12,21,27,45,75,3,,124518.71,531,703.5,20617,24.16,0,0.0,0.0,0.0,0.0,0.0,
166,1995-12-21,2,31,41,43,44,3,,96414.55,247,1171.03,10504,36.72,0,0.0,0.0,0.0,0.0,0.0,
167,1995-12-26,20,33,62,63,69,1,,342331.02,150,2282.21,9187,49.68,0,0.0,0.0,0.0,0.0,0.0,
168,1996-01-02,15,26,30,44,69,3,,138454.57,305,1361.85,15088,36.71,0,0.0,0.0,0.0,0.0,0.0,
169,1996-01-07,3,15,30,56,72,1,,423810.25,446,950.25,19934,28.35,0,0.0,0.0,0.0,0.0,0.0,
170,1996-01-11,18,22,27,74,75,3,,95126.48,260,1097.61,12056,31.56,0,0.0,0.0,0.0,0.0,0.0,
171,1996-01-14,12,18,37,47,56,4,,90848.87,414,877.77,19297,25.11,0,0.0,0.0,0.0,0.0,0.0,
172,1996-01-18,37,38,57,67,79,1,,276340.54,194,1424.43,9730,37.87,0,0.0,0.0,0.0,0.0,0.0,
173,1996-01-21,22,29,34,42,51,2,,176972.15,237,1493.43,11135,42.38,0,0.0,0.0,0.0,0.0,0.0,
174,1996-01-25,11,16,23,44,48,5,,53550.2,432,619.79,16042,22.26,0,0.0,0.0,0.0,0.0,0.0,
175,1996-01-28,29,60,64,72,79,2,,165557.11,166,1994.66,8076,54.67,0,0.0,0.0,0.0,0.0,0.0,
176,1996-02-01,1,27,29,36,73,2,,127970.18,165,1551.16,9849,34.65,0,0.0,0.0,0.0,0.0,0.0,
177,1996-02-04,9,33,48,67,73,9,,38560.64,356,974.85,13289,34.82,0,0.0,0.0,0.0,0.0,0.0,
178,1996-02-08,5,14,15,66,68,3,,92874.84,363,767.56,16307,22.78,0,0.0,0.0,0.0,0.0,0.0,
179,1996-02-11,30,60,65,68,75,3,,122379.9,172,2134.54,8886,55.09,0,0.0,0.0,0.0,0.0,0.0,
180,1996-02-15,1,20,23,25,49,1,,285225.15,303,941.34,13615,27.93,0,0.0,0.0,0.0,0.0,0.0,
181,1996-02-18,6,21,31,37,64,3,,103962.02,257,1213.57,11150,37.29,0,0.0,0.0,0.0,0.0,0.0,
182,1996-02-25,9,44,46,57,59,1,,371297.04,279,1330.82,14259,34.72,0,0.0,0.0,0.0,0.0,0.0,
183,1996-02-29,20,33,48,69,70,1,,254265.55,164,1550.4,7869,43.08,0,0.0,0.0,0.0,0.0,0.0,
184,1996-03-03,22,29,38,58,62,2,BA; MG,173727.25,244,1423.99,11451,40.46,0,0.0,0.0,3760330.0,240000.0,0.0,Sorteio realizado em equipamento de unidade itinerante.
185,1996-03-07,9,24,28,31,45,3,,87102.73,357,731.96,14403,24.19,0,0.0,0.0,0.0,0.0,0.0,
186,1996-03-10,6,20,21,46,63,0,,0.0,336,1140.04,16018,31.89,0,0.0,383051.74,0.0,0.0,0.0,
187,1996-03-14,2,43,45,64,68,3,,243816.71,260,1339.99,13588,34.19,0,0.0,0.0,0.0,0.0,0.0,
188,1996-03-17,28,43,56,57,77,3,,134450.5,317,1272.4,15569,34.54,0,0.0,0.0,0.0,0.0,0.0,
189,1996-03-21,1,5,52,53,71,0,,0.0,228,1191.68,10832,33.44,0,0.0,271702.83,0.0,0.0,0.0,
190,1996-03-24,21,29,46,59,76,0,,0.0,296,1479.73,13843,42.19,0,0.0,709701.05,0.0,0.0,0.0,
191,1996-03-28,4,7,19,35,56,10,,110710.67,988,402.22,33505,15.82,0,0.0,0.0,0.0,0.0,0.0,
192,1996-03-31,16,37,54,68,77,3,,129246.72,488,794.55,17189,30.08,0,0.0,0.0,0.0,0.0,0.0,
193,1996-04-07,12,13,51,67,73,3,,126988.56,369,1032.43,16893,30.07,0,0.0,0.0,0.0,0.0,0.0,
194,1996-04-11,14,19,32,37,45,10,,29335.51,670,437.85,20463,19.11,0,0.0,0.0,0.0,0.0,0.0,
195,1996-04-14,8,23,50,65,73,5,,75508.46,312,1210.07,13815,36.44,0,0.0,0.0,0.0,0.0,0.0,
196,1996-04-18,10,27,30,72,78,4,,70719.35,249,1136.06,11422,33.02,0,0.0,0.0,0.0,0.0,0.0,
197,1996-04-21,3,27,30,33,59,3,,121065.42,548,662.76,20313,23.84,0,0.0,0.0,0.0,0.0,0.0,
198,1996-04-25,6,14,18,71,73,2,,137817.31,247,1115.93,12951,28.38,0,0.0,0.0,0.0,0.0,0.0,
199,1996-04-28,3,31,47,77,79,0,,0.0,263,1347.45,12584,37.55,0,0.0,354379.54,0.0,0.0,0.0,
200,1996-05-05,19,21,64,70,72,2,,447189.47,355,1521.13,17088,42.14,0,0.0,0.0,0.0,0.0,0.0,
201,1996-05-09,7,71,73,76,79,4,,68204.71,382,714.19,10378,35.05,0,0.0,0.0,0.0,0.0,0.0,
202,1996-05-12,6,37,43,61,62,4,,95586.26,229,1669.63,12077,42.21,0,0.0,0.0,0.0,0.0,0.0,
203,1996-05-16,3,13,17,47,60,3,,89328.3,532,503.73,19755,18.09,0,0.0,0.0,0.0,0.0,0.0,
204,1996-05-19,7,11,21,51,58,3,,123485.56,413,896.99,18624,26.52,0,0.0,0.0,0.0,0.0,0.0,
205,1996-05-23,4,9,31,40,58,1,,280926.56,320,877.9,12888,29.06,0,0.0,0.0,0.0,0.0,0.0,
206,1996-05-26,1,10,36,62,64,2,,195448.84,436,896.56,19554,26.65,0,0.0,0.0,0.0,0.0,0.0,
207,1996-05-30,5,7,12,16,66,9,,31354.18,696,405.44,24392,15.43,0,0.0,0.0,0.0,0.0,0.0,
208,1996-06-02,3,24,48,52,71,3,,126832.05,382,996.06,15366,33.02,0,0.0,0.0,0.0,0.0,0.0,
209,1996-06-09,26,37,61,67,71,1,,463919.1,150,3092.79,9864,62.71,0,0.0,0.0,0.0,0.0,0.0,
210,1996-06-13,10,14,32,53,61,4,,69943.19,243,1151.33,10871,34.32,0,0.0,0.0,0.0,0.0,0.0,
211,1996-06-16,3,11,19,31,39,24,,15854.49,1087,350.05,31873,15.92,0,0.0,0.0,0.0,0.0,0.0,
212,1996-06-20,38,46,50,65,69,1,,276240.84,209,1321.73,8721,42.24,0,0.0,0.0,0.0,0.0,0.0,
213,1996-06-23,5,13,14,34,63,2,,180643.39,578,625.06,25880,18.62,0,0.0,0.0,0.0,0.0,0.0,
214,1996-06-27,10,19,24,34,72,6,,44194.25,366,724.5,14735,23.99,0,0.0,0.0,0.0,0.0,0.0,
215,1996-06-30,37,46,49,62,73,1,,367707.42,182,2020.37,10891,45.01,0,0.0,0.0,0.0,0.0,0.0,
